iter	RMSE
1516	0.3287886498
1517	0.3287269389
1518	0.328640543
1519	0.3285929958
1520	0.3285109622
1521	0.328479747
1522	0.3284033736
1523	0.3283217117
1524	0.3282931847
1525	0.3282259553
1526	0.3281348296
1527	0.3280837129
1528	0.3280100939
1529	0.327994671
1530	0.3279185502
1531	0.3278942171
1532	0.3278114872
1533	0.3277448541
1534	0.3276556808
1535	0.3275977631
1536	0.3275220127
1537	0.3275125939
1538	0.3274720242
1539	0.3274213243
1540	0.3273845013
1541	0.3273359823
1542	0.3272802291
1543	0.3271417787
1544	0.3270671562
1545	0.327020625
1546	0.3269735373
1547	0.3269346685
1548	0.3268005898
1549	0.3267264892
1550	0.3266341302
1551	0.3265333971
1552	0.3265025301
1553	0.3264921013
1554	0.3263983511
1555	0.3263554125
1556	0.3262838323
1557	0.326204298
1558	0.3261688993
1559	0.3260475007
1560	0.3259498828
1561	0.325926066
1562	0.3259124185
1563	0.3257438105
1564	0.3256324862
1565	0.325597017
1566	0.3255210392
1567	0.3254147927
1568	0.3253383407
1569	0.3252175167
1570	0.3252061543
1571	0.3251728333
1572	0.325118926
1573	0.3250612073
1574	0.3250443068
1575	0.3249716718
1576	0.3248641431
1577	0.3248054928
1578	0.3247852695
1579	0.3246663635
1580	0.324599447
1581	0.3245629459
1582	0.324524923
1583	0.3244996807
1584	0.3244097134
1585	0.3243993536
1586	0.3243588702
1587	0.3243060807
1588	0.3242528975
1589	0.3242007406
1590	0.3241521112
1591	0.3240678042
1592	0.3240140727
1593	0.3239295455
1594	0.3238442112
1595	0.3237939477
1596	0.3237700021
1597	0.3236913246
1598	0.3236020424
1599	0.3235559982
1600	0.3235195662
1601	0.3234323499
1602	0.3233321308
1603	0.3232656103
1604	0.3232250874
1605	0.3231349726
1606	0.3231076708
1607	0.3230360703
1608	0.3229454432
1609	0.322892974
1610	0.3228247999
1611	0.3227886895
1612	0.3227253049
1613	0.3226872298
1614	0.3226447201
1615	0.3225514547
1616	0.3224674763
1617	0.3224318518
1618	0.3223991368
1619	0.322287309
1620	0.3221952637
1621	0.3221165074
1622	0.322042615
1623	0.3219633727
1624	0.3219006815
1625	0.3218404401
1626	0.3217505557
1627	0.3216779449
1628	0.3215870394
1629	0.3215401029
1630	0.3214127984
1631	0.3213601347
1632	0.3212521822
1633	0.3211839158
1634	0.3211697772
1635	0.3211429925
1636	0.3210677666
1637	0.3210115558
1638	0.3209933304
1639	0.3209408285
1640	0.3209168651
1641	0.320771774
1642	0.3207179201
1643	0.3206531842
1644	0.3206375898
1645	0.3205858969
1646	0.320550824
1647	0.3205051338
1648	0.3204541723
1649	0.3204324916
1650	0.3203750205
1651	0.3202546946
1652	0.3201588076
1653	0.320089739
1654	0.3200284209
1655	0.3199989683
1656	0.3199919986
1657	0.3199380986
1658	0.3198970661
1659	0.3198737362
1660	0.319833972
1661	0.3198165431
1662	0.3197760453
1663	0.3197294067
1664	0.3196817743
1665	0.3195994097
1666	0.3195033554
1667	0.3194653577
1668	0.3193954598
1669	0.3193058938
1670	0.3192542932
1671	0.3191855319
1672	0.3191686687
1673	0.3191653909
1674	0.3191141699
1675	0.3190881588
1676	0.3190465558
1677	0.3189734081
1678	0.3189197353
1679	0.3188242288
1680	0.3187686511
1681	0.3187364511
1682	0.3187067148
1683	0.3186927951
1684	0.3186378583
1685	0.3185368677
1686	0.3185154679
1687	0.3184780451
1688	0.3183616815
1689	0.3183070683
1690	0.318228027
1691	0.3181477701
1692	0.3181080177
1693	0.3180029515
1694	0.317962137
1695	0.317871995
1696	0.3178103109
1697	0.3177887635
1698	0.317736207
1699	0.3176894915
1700	0.3176137814
1701	0.317536
1702	0.3175090122
1703	0.3174524654
1704	0.3174026417
1705	0.3173167568
1706	0.3172694025
1707	0.3171808764
1708	0.3171672285
1709	0.3170807965
1710	0.3170297714
1711	0.3169474182
1712	0.3169029305
1713	0.3168432922
1714	0.3167976921
1715	0.3167417519
1716	0.316713601
1717	0.3166412568
1718	0.3165405206
1719	0.3164745989
1720	0.3164501734
1721	0.3163842166
1722	0.3163620668
1723	0.3163511316
1724	0.3162937859
1725	0.3162257732
1726	0.316187527
1727	0.3161655813
1728	0.316135869
1729	0.3160936416
1730	0.3160278442
1731	0.3159090624
1732	0.315877636
1733	0.3158303426
1734	0.315781428
1735	0.3157253895
1736	0.3157150037
1737	0.3156177706
1738	0.3155531906
1739	0.3155102749
1740	0.315465817
1741	0.315411381
1742	0.3153696363
1743	0.315286081
1744	0.3152495344
1745	0.3152065378
1746	0.3151820899
1747	0.3151270678
1748	0.3150735503
1749	0.315058605
1750	0.3150289215
1751	0.3149863337
1752	0.3149741789
1753	0.3149187458
1754	0.3148927269
1755	0.3148451197
1756	0.3148199723
1757	0.3147654275
1758	0.3147139128
1759	0.31470167
1760	0.3146077332
1761	0.3145708835
1762	0.3144998647
1763	0.3144530689
1764	0.3143972986
1765	0.314383791
1766	0.3143142378
1767	0.3142148363
1768	0.3141867644
1769	0.3141725918
1770	0.3140765947
1771	0.3140405329
1772	0.314010529
1773	0.3139602492
1774	0.3138842826
1775	0.3138501676
1776	0.3138232546
1777	0.3137255908
1778	0.3136744373
1779	0.313649922
1780	0.313572547
1781	0.3135166986
1782	0.313438888
1783	0.3133520984
1784	0.3132937716
1785	0.3132146058
1786	0.3131392472
1787	0.313089921
1788	0.3130778789
1789	0.3130208138
1790	0.3129144264
1791	0.3128646919
1792	0.3128241132
1793	0.312783734
1794	0.3127583773
1795	0.3127092426
1796	0.3126611675
1797	0.3126133456
1798	0.3125126645
1799	0.3124745414
1800	0.3123837191
1801	0.3123403889
1802	0.3122725384
1803	0.31221337
1804	0.3121755613
1805	0.3120719327
1806	0.3119969073
1807	0.3119461973
1808	0.3118829754
1809	0.3118035434
1810	0.3117705753
1811	0.311708738
1812	0.3116904993
1813	0.3115931929
1814	0.311552467
1815	0.3115064578
1816	0.3114781981
1817	0.3114003337
1818	0.3112772271
1819	0.3112417189
1820	0.3111952187
1821	0.3111538059
1822	0.3110828605
1823	0.3110462551
1824	0.3110223739
1825	0.3110031983
1826	0.3109327155
1827	0.3108749782
1828	0.3107943294
1829	0.3107603818
1830	0.3107482835
1831	0.3106867901
1832	0.3106580162
1833	0.3106262539
1834	0.3106070672
1835	0.3105684129
1836	0.3105158537
1837	0.3104670286
1838	0.3104147566
1839	0.3103226373
1840	0.3103162981
1841	0.3102444961
1842	0.3101860865
1843	0.3101254502
1844	0.31010373
1845	0.3100411409
1846	0.3100168701
1847	0.3099563969
1848	0.3099302754
1849	0.3098690031
1850	0.3097710297
1851	0.3096942895
1852	0.3096535422
1853	0.309634659
1854	0.3095854513
1855	0.3094948542
1856	0.309470707
1857	0.3093947989
1858	0.3093709663
1859	0.3093167257
1860	0.3092630604
1861	0.3092578552
1862	0.3091583453
1863	0.3091068422
1864	0.309055254
1865	0.3090069514
1866	0.3089925981
1867	0.3089290715
1868	0.3088458749
1869	0.3087855697
1870	0.3086949287
1871	0.308639484
1872	0.3085914843
1873	0.3085512797
1874	0.3084580975
1875	0.3083978175
1876	0.3083591385
1877	0.3083182636
1878	0.3082181687
1879	0.3081694985
1880	0.3081175551
1881	0.3080714092
1882	0.3080424021
1883	0.3079793886
1884	0.3079361854
1885	0.3078625833
1886	0.3077628091
1887	0.3077579651
1888	0.3076988784
1889	0.3076408307
1890	0.3076055017
1891	0.3075830926
1892	0.3075776997
1893	0.3075028901
1894	0.3074513918
1895	0.3074072833
1896	0.3073729758
1897	0.3073430119
1898	0.3073148272
1899	0.3073013182
1900	0.307278489
1901	0.3071924692
1902	0.3071206587
1903	0.307049904
1904	0.3069926482
1905	0.3067951692
1906	0.306737503
1907	0.3066916214
1908	0.3066517445
1909	0.3066357143
1910	0.3066026711
1911	0.3065583988
1912	0.3064833501
1913	0.3063756839
1914	0.3063148248
1915	0.306282453
1916	0.3062075568
1917	0.3061674399
1918	0.3061278241
1919	0.3060897136
1920	0.3060237615
1921	0.3059730392
1922	0.3059262113
1923	0.3058743902
1924	0.3058242632
1925	0.3057850007
1926	0.305753378
1927	0.3057262502
1928	0.3056569343
1929	0.3056475366
1930	0.3055928253
1931	0.3055570325
1932	0.3055091338
1933	0.3054501408
1934	0.3054012944
1935	0.3053468785
1936	0.3053125092
1937	0.3052701165
1938	0.3052550686
1939	0.3051239082
1940	0.3050652367
1941	0.3050228071
1942	0.3049724115
1943	0.3049424075
1944	0.3048948217
1945	0.3047975771
1946	0.3047507918
1947	0.3046933074
1948	0.3046621553
1949	0.3046181323
1950	0.3045811843
1951	0.3045598391
1952	0.3045072081
1953	0.3044873857
1954	0.3044502443
1955	0.3044220943
1956	0.3043750461
1957	0.3043628931
1958	0.3043321752
1959	0.3043281655
1960	0.3042727052
1961	0.3042627599
1962	0.3042034376
1963	0.3041701389
1964	0.3040741607
1965	0.3040042412
1966	0.303980339
1967	0.3039265696
1968	0.3038698786
1969	0.3038110422
1970	0.3037607324
1971	0.3037119713
1972	0.3036243481
1973	0.3035708681
1974	0.3034857774
1975	0.303393091
1976	0.3033217868
1977	0.3032913734
1978	0.3032351362
1979	0.3031975492
1980	0.3031177822
1981	0.3030660196
1982	0.3030472674
1983	0.30298918
1984	0.30294204
1985	0.3028729872
1986	0.3028359089
1987	0.302762996
1988	0.3027509947
1989	0.3027089647
1990	0.3026804741
1991	0.3026156182
1992	0.3025301184
1993	0.3024824098
1994	0.3024307197
1995	0.3023868017
1996	0.3023299361
1997	0.302274237
1998	0.3022399832
1999	0.3021881333
2000	0.3021265097
2001	0.3020620913
2002	0.3020282723
2003	0.3020102427
2004	0.301955724
2005	0.3018628857
2006	0.3018015423
2007	0.3017431412
2008	0.3016572331
2009	0.3016051088
2010	0.3015888375
2011	0.3015324194
2012	0.3014879499
2013	0.3013917431
2014	0.3013665376
2015	0.301275769
2016	0.301202363
2017	0.3011201683
2018	0.3010630858
2019	0.3009906365
2020	0.3009403435
2021	0.3008935806
2022	0.3008671118
2023	0.3008144037
2024	0.3007916703
2025	0.3007352593
2026	0.3006794869
2027	0.3006558848
2028	0.300593765
2029	0.3005397084
2030	0.3004437908
2031	0.3004215045
2032	0.3003771971
2033	0.3003482256
2034	0.3002933729
2035	0.3001957231
2036	0.3001302905
2037	0.300070477
2038	0.2999979861
2039	0.2999862926
2040	0.2999604829
2041	0.2998729109
2042	0.2997978613
2043	0.2997657542
2044	0.2996978517
2045	0.2996211603
2046	0.2995729425
2047	0.2995108712
2048	0.2994930389
2049	0.2994676167
2050	0.299441926
2051	0.2994042169
2052	0.2993607146
2053	0.2993292142
2054	0.2993042806
2055	0.2992447896
2056	0.2992361741
2057	0.2992249791
2058	0.2991729621
2059	0.299087524
2060	0.299060037
2061	0.2990138564
2062	0.298971764
2063	0.2989349866
2064	0.2989032559
2065	0.2988702304
2066	0.2988158016
2067	0.298730333
2068	0.2986641465
2069	0.298587744
2070	0.2985650978
2071	0.2984957802
2072	0.2984808426
2073	0.2984013115
2074	0.2983664833
2075	0.2983210367
2076	0.2982627617
2077	0.2982433597
2078	0.2981790322
2079	0.2981166222
2080	0.2980087902
2081	0.2979641236
2082	0.297904465
2083	0.2978453435
2084	0.2977610453
2085	0.2977036501
2086	0.29765761
2087	0.2976011277
2088	0.2975447772
2089	0.2975058787
2090	0.2974821476
2091	0.2974628589
2092	0.2974414505
2093	0.2973992158
2094	0.2973456171
2095	0.2972688207
2096	0.2972404475
2097	0.2971819368
2098	0.2971252564
2099	0.2970479498
2100	0.2969811888
2101	0.2969529366
2102	0.2969053458
2103	0.2967905938
2104	0.2967798006
2105	0.2967082889
2106	0.2966367277
2107	0.2965880714
2108	0.2965726848
2109	0.2964948881
2110	0.2964346434
2111	0.2963821011
2112	0.2963165701
2113	0.2962416555
6498
2112	0.2770978724
2113	0.2770574863
0.2944852599
